bic_nombre,bic_categoria,bic_entorno,municipio_nombre,bic_descripcion,boletin1_nombre,boletin1_url,boletin2_nombre,boletin2_url
RASCA,ZONA ARQUEOLÓGICA,falso,ARONA,"Bien de Interés Cultural con categoría de Zona Arqueológica de “Rasca”, en el municipio de Arona, declarado por Decreto 175/2006, de 28 de noviembre, del Gobierno de Canarias, publicado en el BOC nº 238 de 11 de diciembre de 2006.",BOC nº 238 de 11 de diciembre de 2006,http://www.gobiernodecanarias.org/boc/2006/238/006.html,,
ROQUE DE JAMA - LA CENTINELA,ZONA ARQUEOLÓGICA,falso,ARONA,"Bien de Interés Cultural con categoría de Zona Arqueológica del “Roque de Jama-La Centinela”, en los municipios de Arona y San Miguel, incoado por Resolución de 27 de octubre de 2014 del Consejero Delegado de Cultura y Patrimonio Histórico del Cabildo Insular, publicado en el BOC nº 221 de 13 de noviembre de 2014, y delimitación por Decreto 22/2018, de 19 de febrero, del Gobierno de Canarias, publicado en el BOC nº 41 de 27 de febrero de 2018.",BOC nº 221 de 13 de noviembre de 2014,http://www.gobiernodecanarias.org/boc/2014/221/index.html,BOC nº 41 de 27 de febrero de 2018,http://www.gobiernodecanarias.org/boc/2018/041/010.html
VILLA Y PUERTO DE GARACHICO,CONJUNTO HISTÓRICO,falso,GARACHICO,"Bien de Interés Cultural con categoría de Conjunto Histórico de la “Villa y Puerto de Garachico”, en el municipio homónimo, declarado por Decreto 10/1994, de 11 de febrero, del Gobierno de Canarias, publicado en el BOC nº 28 de 7 de marzo de 1994. No cuenta con Plan Especial de Protección.",BOC nº 28 de 7 de marzo de 1994,http://www.gobiernodecanarias.org/boc/1994/028/006.html,,
LLANOS DE IFARA,ZONA ARQUEOLÓGICA,falso,GRANADILLA DE ABONA,"Bien de Interés Cultural con categoría de Zona Arqueológica de los “Llanos de Ifara”, en el municipio de Granadilla, declarada su delimitación por Decreto 103/2021, de 28 de octubre, del Gobierno de Canarias, publicado en el BOC nº 231 de 10 de noviembre de 2021.",BOC nº 231 de 10 de noviembre de 2021,https://www.gobiernodecanarias.org/boc/2021/231/013.html,,
BARRANCO DEL REY,ZONA ARQUEOLÓGICA,falso,ARONA,"Bien de Interés Cultural con categoría de Zona Arqueológica del “Barranco del Rey”, en el municipio de Arona, con delimitación declarada por Decreto 238/2017, de 4 de diciembre, del Gobierno de Canarias, publicado en el BOC nº 238 de 13 de diciembre de 2017.",BOC nº 238 de 13 de diciembre de 2017,http://www.gobiernodecanarias.org/boc/2017/238/012.html,,
ACANTILADOS DE TACORONTE Y BARRANCO DE GUAYONJE,ZONA ARQUEOLÓGICA,falso,TACORONTE,"Bien de Interés Cultural con categoría de Zona Arqueológica de los “Acantilados de Tacoronte y El Barranco de Guayonge”, en el municipio de Tacoronte, declarado por Decreto 87/2007, de 8 de mayo, del Gobierno de Canarias, publicado en el BOC nº 100 de 18 de mayo de 2007", BOC nº 100 de 18 de mayo de 2007,http://www.gobiernodecanarias.org/boc/2007/100/007.html,,
CONJUNTO HISTÓRICO DE SAN CRISTÓBAL DE LA LAGUNA,CONJUNTO HISTÓRICO,falso,LAGUNA (LA),"Bien de Interés Cultural con categoría de Conjunto Histórico del “Casco histórico de San Cristóbal de La Laguna”, en el municipio homónimo, declarado por Decreto 602/1985, de 20 de diciembre, del Gobierno de Canarias, publicado en el BOC nº 13 de 31 de enero de 1986. Cuenta con Plan Especial de Protección aprobado el 21 de julio de 2005.",BOC nº 13 de 31 de enero de 1986,http://www.gobiernodecanarias.org/boc/1986/013/005.html,,
EL  PUERTO DE LA CRUZ,CONJUNTO HISTÓRICO,falso,PUERTO DE LA CRUZ,"Bien de Interés Cultural con categoría de Conjunto Histórico del “Puerto de la Cruz”, en el municipio homónimo, declarado por Decreto 65/2006, de 23 de mayo, del Gobierno de Canarias, publicado en el BOC nº 111 de 9 de junio de 2006. No cuenta con Plan Especial de Protección.",BOC nº 111 de 9 de junio de 2006,http://www.gobiernodecanarias.org/boc/2006/111/009.html,,
ACANTILADO DE SAN JUAN DE LA RAMBLA Y LADERAS DE LOS BARRANCOS DE LA CHAURERA Y RUÍZ,ZONA ARQUEOLÓGICA,falso,SAN JUAN DE LA RAMBLA,"Bien de Interés Cultural con categoría de Zona Arqueológica de los “Acantilados de San Juan de la Rambla y Laderas de los barrancos de La Chaurera y Ruíz”, en el municipio de San Juan de la Rambla, declarado por Decreto 145/2008, de 1 de julio, del Gobierno de Canarias, publicado en el BOC nº 137 de 9 de julio de 2008.",BOC nº 137 de 9 de julio de 2008,http://www.gobiernodecanarias.org/boc/2008/137/002.html,,
VILLA DE LA OROTAVA,CONJUNTO HISTÓRICO,falso,OROTAVA (LA),"Bien de Interés Cultural con categoría de Conjunto Histórico de la “Villa de La Orotava”, en el municipio homónimo, declarado por Real Decreto 3302/1976, publicado en el BOE nº 73, de 26 de marzo de 1977, y delimitación del entorno de protección por Decreto 22/2005, de 22 de febrero, del Gobierno de Canarias, publicado en el BOC nº 45 de 4 de marzo de 2005. Cuenta con Plan Especial de Protección aprobado el 30 de noviembre de 2009.",BOE nº 73 de 26 de marzo de 1977,http://www.boe.es/boe/dias/1977/03/26/pdfs/A06924-06924.pdf,BOC nº 45 de 4 de marzo de 2005,http://www.gobiernodecanarias.org/boc/2005/045/004.html
TEGUESTE,CONJUNTO HISTÓRICO,falso,TEGUESTE,"Bien de Interés Cultural con categoría de Conjunto Histórico de “Tegueste”, en el municipio homónimo, declarado por Decreto 158/1986, de 24 de octubre, del Gobierno de Canarias, publicado en el BOC nº 132 de 3 de noviembre de 1986. Cuenta con Plan Especial de Protección y Reforma Interior publicado en el BOC de 7 de mayo de 2003.",BOC nº 132 de 3 de noviembre de 1986,http://www.gobiernodecanarias.org/boc/1986/132/005.html,,
BARRIO DE LOS HOTELES - PINO DE ORO,CONJUNTO HISTÓRICO,falso,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Conjunto Histórico del “Barrio de los Hoteles- Pino de Oro”, en el municipio de Santa Cruz, declarado por Decreto 67/2007, de 2 de abril, del Gobierno de Canarias, publicado en el BOC nº 74 de 13 de abril de 2007 y modificación de la delimitación declarada por Decreto 23/2023, de 16 de febrero, publicada en el BOC nº 40 de 27 de febrero de 2023.",BOC nº 74 de 13 de abril de 2007,http://www.gobiernodecanarias.org/boc/2007/074/005.html,BOC nº 40 de 27 de febrero de 2023,https://www.gobiernodecanarias.org/boc/2023/040/003.html
BARRANCO DE  ACENTEJO,SITIO HISTÓRICO,falso,MATANZA DE ACENTEJO (LA),"Bien de Interés Cultural con categoría de Sitio Histórico del “Barranco de Acentejo”, en el municipio de La Matanza, declarado por Decreto 54/2007, de 13 de marzo, del Gobierno de Canarias, publicado en el BOC nº 58 de 21 de marzo de 2007.",BOC nº 58 de 21 de marzo de 2007,http://www.gobiernodecanarias.org/boc/2007/058/004.html,,
CAMINO DE CANDELARIA,SITIO HISTÓRICO,falso,CANDELARIA,"Bien de Interés Cultural con categoría de Sitio Histórico del “Camino de Candelaria”, en los municipios de El Rosario y Candelaria, declarado por Decreto 227/2008, de 25 de noviembre, del Gobierno de Canarias, publicado en el BOC nº 245 de 9 de diciembre de 2008.",BOC nº 245 de 9 de diciembre de 2008,http://www.gobiernodecanarias.org/boc/2008/245/008.html,,
ICOD DE LOS VINOS,CONJUNTO HISTÓRICO,falso,ICOD DE LOS VINOS,"Bien de Interés Cultural con categoría de Conjunto Histórico de “Icod de los Vinos”, en el municipio homónimo, declarado por Decreto 142/2004, de 5 de octubre, del Gobierno de Canarias, publicado en el BOC nº 205 de 22 de octubre de 2004. No cuenta con Plan Especial de Protección.",BOC nº 205 de 22 de octubre de 2004,http://www.gobiernodecanarias.org/boc/2004/205/004.html,,
CAMINO DEL SOCORRO,SITIO HISTÓRICO,falso,GÜIMAR,"Bien de Interés Cultural con categoría de Sitio Histórico del “Camino del Socorro”, en el municipio de Güímar, declarado por Decreto 118/2011, de 17 de mayo, del Gobierno de Canarias, publicado en el BOC nº 106 de 31 de mayo de 2011.",BOC nº 106 de 31 de mayo de 2011,http://www.gobiernodecanarias.org/boc/2011/106/012.html,,
RISCO DE LA SABINA,ZONA ARQUEOLÓGICA,falso,VICTORIA DE ACENTEJO (LA),"Bien de Interés Cultural con categoría de Zona Arqueológica del “Risco de la Sabina”, en los municipios de La Victoria y La Matanza de Acentejo, declarado por Decreto 10/2004, de 3 de febrero, del Gobierno de Canarias, publicado en el BOC nº 25 de 6 de febrero de 2004.  ",BOC nº 25 de 6 de febrero de 2004,http://www.gobiernodecanarias.org/boc/2004/025/005.html,,
CASERÍO DE ICOR,CONJUNTO HISTÓRICO,falso,ARICO,"Bien de Interés Cultural con categoría de Conjunto Histórico del “Caserío de Icor”, en el municipio de Arico, declarado por Decreto 76/2005, de 17 de mayo, del Gobierno de Canarias, publicado en el BOC nº 103 de 26 de mayo de 2005. No cuenta con Plan Especial de Protección.",BOC Nº 103 de 26 de mayo de 2005,http://www.gobiernodecanarias.org/boc/2005/103/005.html,,
MORRO GRUESO,ZONA ARQUEOLÓGICA,falso,ADEJE,"Bien de Interés Cultural con categoría de Zona Arqueológica de “Morro Grueso”, en el municipio de Adeje, declarado en virtud del artículo 62.2.a) de la Ley 4/1999, de 15 de marzo, de Patrimonio Histórico de Canarias y delimitación por Decreto 60/2002, de 6 de mayo, del Gobierno de Canarias, publicado en el BOC nº 65 de 22 de mayo de 2002.",BOC nº 65 de 22 de mayo de 2002,http://www.gobiernodecanarias.org/boc/2002/065/016.html,,
ROQUE DE CHIJAFE,ZONA ARQUEOLÓGICA,falso,ARONA,"Bien de Interés Cultural con categoría de Zona Arqueológica del “Roque de Chijafe”, en el municipio de Arona, declarado por Decreto 208/2008, de 14 de octubre, del Gobierno de Canarias, publicado en el BOC nº 213 de 23 de octubre de 2008.",BOC nº 213 de 23 de octubre de 2008,http://www.gobiernodecanarias.org/boc/2008/213/005.html,,
CASERIOS DE CHIRCHE  Y  ARIPE,CONJUNTO HISTÓRICO,falso,GUIA DE ISORA,"Bien de Interés Cultural con categoría de Conjunto Histórico de los “Caseríos de Chirche y Aripe”, en el municipio de Guía de Isora, declarado por Decreto 223/2008, de 18 de noviembre, del Gobierno de Canarias, publicado en el BOC nº 239 de 28 de noviembre de 2008. No cuenta con Plan Especial de Protección.",BOC nº 239 de 28 de noviembre de 2008,http://www.gobiernodecanarias.org/boc/2008/239/011.html,,
CASERIO  DE MASCA,CONJUNTO HISTÓRICO,falso,BUENAVISTA DEL NORTE,"Bien de Interés Cultural con categoría de Conjunto Histórico del “Caserío de Masca”, en el municipio de Buenavista del Norte, declarado por Decreto 126/2004, de 7 de septiembre, del Gobierno de Canarias, publicado en el BOC nº 185 de 23 de septiembre de 2004. No cuenta con Plan Especial de Protección.",BOC nº 185 de 23 de septiembre de 2004,http://www.gobiernodecanarias.org/boc/2004/185/004.html,,
CASERIO DE LA HOYA,SITIO HISTÓRICO,falso,SAN MIGUEL,"Bien de Interés Cultural con categoría de Sitio Etnológico del “Caserío de la Hoya”, en el municipio de San Miguel, declarado por Decreto 44/2015, de 9 de abril, del Gobierno de Canarias, publicado en el BOC nº 73 de 17 de abril de 2015.", BOC nº 73 de 17 de abril de 2015,http://www.gobiernodecanarias.org/boc/2015/073/index.html,,
BARRANCO DE AGUA DE DIOS,ZONA ARQUEOLÓGICA,falso,TEGUESTE,"Bien de Interés Cultural con categoría de Zona Arqueológica del “Barranco de Agua de Dios”, en los municipios de Tegueste y San Cristóbal de La Laguna, declarado por Decreto 166/2006, de 14 de noviembre, del Gobierno de Canarias, publicado en el BOC nº 228 de 23 de noviembre de 2006, y modificación de la delimitación por Resolución del Consejero Insular de 17 de septiembre de 2020, publicado en el BOC nº 13 de 20 de enero de 2021.",BOC nº 228 de 23 de noviembre de 2006,http://www.gobiernodecanarias.org/boc/2006/228/005.html,BOC nº 13 de 20 de enero de 2021,http://www.gobiernodecanarias.org/boc/2021/013/022.html
PICO  YEJE,ZONA ARQUEOLÓGICA,falso,BUENAVISTA DEL NORTE,"Bien de Interés Cultural con categoría de Zona Arqueológica de “Pico Yeje”, en el municipio de Buenavista del Norte, declarado por Decreto 74/2006, de 31 de mayo, del Gobierno de Canarias, publicado en el BOC nº 113 de 13 de junio de 2006.",BOC nº 113 de 13 de junio de 2006,http://www.gobiernodecanarias.org/boc/2006/113/005.html,,
JUAN FERNANDEZ - LA FUENTECILLA,ZONA ARQUEOLÓGICA,falso,TACORONTE,"Bien de Interés Cultural con categoría de Zona Arqueológica de “Juan Fernández-La Fuentecilla” en el municipio de Tacoronte, declarado por Decreto 128/2008, de 3 de junio, del Gobierno de Canarias, publicado en el BOC nº 118 de 13 de junio de 2008. ",BOC nº 118 de 13 de junio de 2008,http://www.gobiernodecanarias.org/boc/2008/118/007.html,,
ANTIGUO SANTA CRUZ,CONJUNTO HISTÓRICO,falso,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Conjunto Histórico del “Antiguo Santa Cruz”, en el municipio homónimo, declarado por Decreto 299/2007, de 31 de julio, del Gobierno de Canarias, publicado en el BOC nº 161 del 10 de agosto de 2007, y modificación de la delimitación por Decreto 131/2014, de 29 de diciembre, publicado en el BOC nº 4 de 8 de enero de 2015. No cuenta con Plan Especial de Protección.",BOC nº 161 del 10 de agosto de 2007,http://www.gobiernodecanarias.org/boc/2007/161/004.html,BOC nº 4 de 8 de enero de 2015,http://www.gobiernodecanarias.org/boc/2015/004/004.html
BARRANCO DE MILÁN,ZONA ARQUEOLÓGICA,falso,LAGUNA (LA),"Bien de Interés Cultural con categoría de Zona Arqueológica del ""Barranco de Milán"", en el municipio de San Cristóbal de La Laguna, incoado por Resolución de 5 de junio de 2023, del Director Insular de Planificación del Territorio y Patrimonio Histórico, publicado en el BOC nº 131 de 6 de julio de 2023.",BOC nº 131 de 6 de julio de 2023,https://www.gobiernodecanarias.org/boc/2023/131/019.html,,
CONJUNTO HISTÓRICO DE LOS SILOS,CONJUNTO HISTÓRICO,falso,SILOS (LOS),"Bien de Interés Cultural con categoría de Conjunto Histórico de “Los Silos”, en el municipio homónimo, declarado por Decreto 137/2004, de 29 de septiembre, del Gobierno de Canarias, publicado en el BOC nº 196 de 8 de octubre de 2004. Cuenta con Plan Especial de Protección aprobado el 5 de diciembre de 2002 y publicado en el BOP de 10 de marzo de 2003.",BOC nº 196 de 8 de octubre de 2004,http://www.gobiernodecanarias.org/boc/2004/196/002.html,,
LA BARRANQUERA,ZONA ARQUEOLÓGICA,falso,LAGUNA (LA),"Bien de Interés Cultural con categoría de Zona Arqueológica de “La Barranquera”, en el municipio de San Cristóbal de La Laguna, declarado por Decreto 214/2005, de 24 de noviembre, del Gobierno de Canarias, publicado en el BOC nº 237 de 2 de diciembre de 2005.",BOC nº 237 de 2 de diciembre de 2005,http://www.gobiernodecanarias.org/boc/2005/237/011.html,,
YACIMIENTO LAS TOSCAS,ZONA ARQUEOLÓGICA,falso,ARONA,"Bien de Interés Cultural con categoría de Zona Arqueológica del “Yacimiento de las Toscas”, en el municipio de Arona, declarado por Decreto 165/2006, de 14 de noviembre, del Gobierno de Canarias, publicado en el BOC nº 227 de 22 de noviembre de 2006.",BOC nº 227 de 22 de noviembre de 2006,http://www.gobiernodecanarias.org/boc/2006/227/011.html,,
ARONA,CONJUNTO HISTÓRICO,falso,ARONA,"Bien de Interés Cultural con categoría de Conjunto Histórico de “Arona”, en el municipio homónimo, declarado por Decreto 70/2007, de 2 de abril, del Gobierno de Canarias, publicado en el BOC nº 74 de 13 de abril de 2007. No cuenta con Plan Especial de Protección.",BOC nº 74 de 13 de abril de 2007,http://www.gobiernodecanarias.org/boc/2007/074/006.html,,
BUENAVISTA  DEL  NORTE,CONJUNTO HISTÓRICO,falso,BUENAVISTA DEL NORTE,"Bien de Interés Cultural con categoría de Conjunto Histórico del “Casco Histórico de Buenavista del Norte”, en el municipio homónimo, declarado por Decreto 21/2005, de 22 de febrero, del Gobierno de Canarias, publicado en el BOC nº 45 de 4 de marzo de 2005. No cuenta con Plan Especial de Protección.",BOC nº 45 de 4 de marzo de 2005,http://www.gobiernodecanarias.org/boc/2005/045/003.html,,
EL REALEJO BAJO,CONJUNTO HISTÓRICO,falso,REALEJOS (LOS),"Bien de Interés Cultural con categoría de Conjunto Histórico del “Casco Histórico del Realejo Bajo”, en el municipio de Los Realejos, declarado por Decreto 220/2005, de 1 de diciembre, del Gobierno de Canarias, publicado en el BOC nº 243 de 14 de diciembre de 2005. No cuenta con Plan Especial de Protección.",BOC nº 243 de 14 de diciembre de 2005,http://www.gobiernodecanarias.org/boc/2005/243/005.html,,
ROQUE DE VENTO,ZONA ARQUEOLÓGICA,falso,ARONA,"Bien de Interés Cultural con categoría de Zona Arqueológica del “Roque de Vento”, en el municipio de Arona, declarado por Decreto 77/2008, de 22 de abril, del Gobierno de Canarias, publicado en el BOC nº 90 de 6 de mayo de 2008.",BOC nº 90 de 6 de mayo de 2008,http://www.gobiernodecanarias.org/boc/2008/090/008.html,,
LAGO DE LA COSTA MARTIÁNEZ,JARDÍN HISTÓRICO,falso,PUERTO DE LA CRUZ,"Bien de Interés Cultural con categoría de Jardín Histórico del “Lago de la Costa de Martiánez”, en el término municipal de Puerto de la Cruz, declarado por decreto 93/2005, de 24 de mayo, del Gobierno de Canarias, publicado en el BOC nº 108 de 3 de junio de 2005.",BOC nº 108 de 3 de junio de 2005,http://www.gobiernodecanarias.org/boc/2005/108/010.html,,
SAN MIGUEL DE ABONA,CONJUNTO HISTÓRICO,falso,SAN MIGUEL,"Bien de Interés Cultural con categoría de Conjunto Histórico de “San Miguel de Abona”, en el municipio homónimo, declarado por Decreto 51/2013, de 16 de mayo, del Gobierno de Canarias, publicado en el BOC nº 99 de 24 de mayo de 2013. No cuenta con Plan Especial de Protección.",BOC nº 99 de 24 de mayo de 2013,http://www.gobiernodecanarias.org/boc/2013/099/004.html,,
GUÍA DE ISORA,CONJUNTO HISTÓRICO,falso,GUIA DE ISORA,"Bien de Interés Cultural con categoría de Conjunto Histórico de “Guía de Isora”, en el municipio homónimo, declarado por Decreto 27/2009, de 10 de marzo, del Gobierno de Canarias, publicado en el BOC nº 57 de 24 de marzo de 2009. No cuenta con Plan Especial de Protección.", BOC nº 57 de 24 de marzo de 2009,http://www.gobiernodecanarias.org/boc/2009/057/006.html,,
CASERIO DE TAUCHO,CONJUNTO HISTÓRICO,falso,ADEJE,"Bien de Interés Cultural con categoría de Conjunto Histórico de “El Caserío de Taucho”, en el municipio de Adeje, declarado por Decreto 94/2005, de 24 de mayo, del Gobierno de Canarias, publicado en el BOC nº 108 de 3 de junio de 2005. No cuenta con Plan Especial de Protección.", BOC nº 108 de 3 de junio de 2005,http://www.gobiernodecanarias.org/boc/2005/108/011.html,,
EL TOSCAL,CONJUNTO HISTÓRICO,falso,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Conjunto Histórico de “El Toscal”, en el municipio de Santa Cruz, declarado por Decreto 2/2007, de 16 de enero, del Gobierno de Canarias, publicado en el BOC nº 20 de 26 de enero de 2007. Cuenta con Plan Especial de Protección aprobado el 23 de diciembre de 2023.",BOC nº 20 de 26 de enero de 2007,http://www.gobiernodecanarias.org/boc/2007/020/008.html,,
CUEVA DE DON GASPAR,ZONA ARQUEOLÓGICA,falso,ICOD DE LOS VINOS,"Bien de Interés Cultural con categoría de Zona Arqueológica de la “Cueva de Don Gaspar”, en el municipio de Icod de los Vinos, declarado por Decreto 40/2006, de 9 de mayo, del Gobierno de Canarias, publicado en el BOC nº 96 de 19 de mayo de 2006.",BOC nº 96 de 19 de mayo de 2006,http://www.gobiernodecanarias.org/boc/2006/096/014.html,,
CASCO HISTÓRICO DE TACORONTE,CONJUNTO HISTÓRICO,verdadero,TACORONTE,"Bien de Interés Cultural con categoría de Conjunto Histórico del “Casco Histórico de Tacoronte”, en el municipio homónimo, declarado por Real Decreto 3047/80, de 12 de diciembre, publicado en el BOE nº 28 de 2 de febrero de 1981. No cuenta con Plan Especial de Protección.",BOE nº 28 de 2 de febrero de 1981,http://www.boe.es/boe/dias/1981/02/02/pdfs/A02407-02408.pdf,,
ROQUE DE  HÍGARA,ZONA ARQUEOLÓGICA,falso,ARONA,"Bien de Interés Cultural con categoría de Zona Arqueológica del “Roque de Hígara”, en el municipio de Arona, declarado por Decreto 35/2008, de 11 de marzo, del Gobierno de Canarias, publicado en el BOC nº 58 de 22 de marzo de 2008.",BOC nº 58 de 22 de marzo de 2008,http://www.gobiernodecanarias.org/boc/2008/058/007.html,,
PARQUE GARCÍA SANABRIA,JARDÍN HISTÓRICO,verdadero,SANTA CRUZ DE TENERIFE,"Bien de Interés Cultural con categoría de Jardín Histórico del “Parque García Sanabria”, en el municipio de Santa Cruz, declarado por Decreto 144/2016, de 5 de diciembre, del Gobierno de Canarias, publicado en el BOC nº 243 de 19 de diciembre de 2016",BOC nº 243 de 19 de diciembre de 2016,http://www.gobiernodecanarias.org/boc/2016/243/007.html,,
CONJUNTO HISTÓRICO DE ARICO EL NUEVO,CONJUNTO HISTÓRICO,falso,ARICO,"Bien de Interés Cultural con categoría de Conjunto Histórico de “Arico El Nuevo”, en el municipio de Arico, declarado por Decreto 14/2007, de 5 de febrero, del Gobierno de Canarias publicado en el BOC nº 32 de 13 de febrero de 2007. No cuenta con Plan Especial de Protección.",BOC nº 32 de 13 de febrero de 2007,http://www.gobiernodecanarias.org/boc/2007/032/008.html,,
LAS PARTIDAS DE FRANQUIS,ZONA ARQUEOLÓGICA,falso,TANQUE (EL),"Bien de Interés Cultural con categoría de Zona Arqueológica de “Las Partidas de Franquis”, en el municipio de El Tanque, delimitándose el entorno de protección por Decreto 88/2003, de 12 de mayo, del Gobierno de Canarias, publicado en el BOC nº 109 de 10 de junio de 2003.  ",BOC nº 109 de 10 de junio de 2003,http://www.gobiernodecanarias.org/boc/2003/109/012.html,,
VILLA DE ARICO,CONJUNTO HISTÓRICO,falso,ARICO,"Bien de Interés Cultural con categoría de Conjunto Histórico de la “Villa de Arico”, en el municipio de Arico, declarado por Decreto 71/2005, de 4 de mayo, del Gobierno de Canarias, publicado en el BOC nº 93 de 13 de mayo de 2005. No cuenta con Plan Especial de Protección.",BOC nº 93 de 13 de mayo de 2005,http://www.gobiernodecanarias.org/boc/2005/093/005.html,,
ROQUE DE LA  ABEJERA,ZONA ARQUEOLÓGICA,falso,ARONA,"Bien de Interés Cultural con categoría de Zona Arqueológica del “Roque de La Abejera”, en el municipio de Arona, con entorno de protección declarado por Decreto 73/2012, de 2 de agosto, publicado en el BOC nº 158 de 13 de agosto de 2012.",BOC nº 158 de 13 de agosto de 2012,http://www.gobiernodecanarias.org/boc/2012/158/002.html,,
CASERIO DE CASAS ALTAS,CONJUNTO HISTÓRICO,falso,ARONA,"Bien de Interés Cultural con categoría de Conjunto Histórico de “Casas Altas”, en los municipio de Arona y Vilaflor, declarado por Decreto 125/2004, de 7 de septiembre, del Gobierno de Canarias, publicado en el BOC nº 185 de 23 de septiembre de 2004.",BOC nº 185 de 23 de septiembre de 2004,http://www.gobiernodecanarias.org/boc/2004/185/003.html,,
PUNTA NEGRA,ZONA PALEONTOLÓGICA,falso,ARONA,"Bien de Interés Cultural con categoría de Zona Paleontológica de “Punta Negra”, en el municipio de Arona, declarado por Decreto 46/2007, de 27 de febrero, del Gobierno de Canarias, publicado en el BOC nº 48 de 7 de marzo de 2007.",BOC nº 48 de 7 de marzo de 2007,http://www.gobiernodecanarias.org/boc/2007/048/index.html,,
CASCO HISTÓRICO  DE GÜIMAR,CONJUNTO HISTÓRICO,falso,GÜIMAR,"Bien de Interés Cultural con categoría de Conjunto Histórico del “Casco Histórico de Güímar”, en el municipio homónimo, declarado por Decreto 180/2001, de 17 de septiembre, del Gobierno de Canarias, publicado en el BOC nº 132 de 10 de octubre de 2001. No cuenta con Plan Especial de Protección.",BOC nº 132 de 10 de octubre de 2001,http://www.gobiernodecanarias.org/boc/2001/132/016.html,,
COMPLEJO DE CHINGUARO,SITIO HISTÓRICO,falso,GÜIMAR,"Bien de Interés Cultural con categoría de Sitio Histórico del “Complejo de Chinguaro”, en el municipio de Güímar, declarado por Decreto 79/1999, de 6 de mayo, del Gobierno de Canarias, publicado en el BOC nº 77 de 14 de junio de 1999.",BOC nº 77 de 14 de junio de 1999,https://www.gobiernodecanarias.org/boc/1999/077/011.html,,
LADERA  DE  MARTIÁNEZ,ZONA ARQUEOLÓGICA,falso,PUERTO DE LA CRUZ,"Bien de Interés Cultural con categoría de Zona Arqueológica de las “Laderas de Martiánez”, en el municipio del Puerto de la Cruz, declarado por Decreto 412/2007, de 11 de diciembre, del Gobierno de Canarias, publicado en el BOC nº 255 de 24 de diciembre de 2007.",BOC nº 255 de 24 de diciembre de 2007,http://www.gobiernodecanarias.org/boc/2007/255/002.html,,
EL REALEJO ALTO,CONJUNTO HISTÓRICO,falso,REALEJOS (LOS),"Bien de Interés Cultural con categoría de Conjunto Histórico del “Realejo Alto”, en el municipio de Los Realejos, declarado por Decreto 46/2014, de 22 de mayo, del Gobierno de Canarias, publicado en el BOC nº 105 de 3 de junio de 2014. No cuenta con Plan Especial de Protección.",BOC nº 105 de 3 de junio de 2014,http://www.gobiernodecanarias.org/boc/2014/105/005.html,,
JARDÍN DE ACLIMATACIÓN DE LA OROTAVA (JARDIN BOTÁNICO),JARDÍN HISTÓRICO,falso,PUERTO DE LA CRUZ,"Bien de Interés Cultural con categoría de Jardín Histórico del “Jardín de Aclimatación de La Orotava”, en el municipio del Puerto de la Cruz, declarado por Decreto 161/1994, de 29 de julio, del Gobierno de Canarias, publicado en el BOC nº 104 de 24 de agosto de 1994.",BOC nº 104 de 24 de agosto de 1994,http://www.gobiernodecanarias.org/boc/1994/104/013.html,,
LLANO DE LA VIRGEN,SITIO HISTÓRICO,falso,GÜIMAR,"Bien de Interés Cultural con categoría de Sitio Histórico del “Llano de la Virgen”, en el municipio de Güímar, declarado por Decreto 50/2009, de 5 de mayo, del Gobierno de Canarias, publicado en el BOC nº 91 de 14 de mayo de 2009.",BOC nº 91 de 14 de mayo de 2009,http://www.gobiernodecanarias.org/boc/2009/091/007.html,,
PLAYA DEL BUNKER - EL GUINCHO,ZONA PALEONTOLÓGICA,falso,ARONA,"Bien de Interés Cultural con categoría de Zona Paleontológica de la “Playa del Bunker-el Guincho”, en el municipio de Arona, declarado por Decreto 372/2007, de 16 de octubre, del Gobierno de Canarias, publicado en el BOC nº 217 de 29 de octubre de 2007.",BOC nº 217 de 29 de octubre de 2007,http://www.gobiernodecanarias.org/boc/2007/217/003.html,,
VILLA DE SAN JUAN DE LA RAMBLA,CONJUNTO HISTÓRICO,falso,SAN JUAN DE LA RAMBLA,"Bien de Interés Cultural con categoría de Conjunto Histórico de la “Villa de San Juan de la Rambla”, en el municipio homónimo, declarado por Acuerdo de Gobierno de Canarias de 28 de noviembre de 1990, publicado en el BOC nº 92 de 16 de julio de 1993. No cuenta con Plan Especial de Protección.",BOC nº 92 de 16 de julio de 1993,http://www.gobiernodecanarias.org/boc/1993/092/012.html,,
IGLESIA Y CEMENTERIO DE SAN JUAN BAUTISTA,MONUMENTO,verdadero,LAGUNA (LA),"Bien de Interés Cultural con categoría de Monumento de la “Iglesia y Cementerio de San Juan Bautista”, en el municipio de San Cristóbal de La Laguna, declarado por Decreto 69/2000, de 8 de mayo, del Gobierno de Canarias, publicado en el BOC nº 68 de 2 de junio de 2000.",BOC nº 68 de 2 de junio de 2000,http://www.gobiernodecanarias.org/boc/2000/068/004.html,,
